URL,Arquivo,Linha,Texto,Contexto
"https://openbanking-brasil.github.io/openapi/swagger-apis/common/2.0.0-beta.1.yml","add/openfinance_markdown/API Comum/Informações Técnicas - API Comum - v2.0.0-beta.1.md",9,"Download da Especificação (OAS 3.0)","i/common-2.0.0.md)  ### Especificação em OAS 3.0  [Download da Especificação (OAS 3.0)](https://open"
"https://openbanking-brasil.github.io/openapi/swagger-apis/common/1.0.0-rc5.2.yml","add/openfinance_markdown/API Comum/old/Informações Técnicas - API Comum - v1.0.0-rc5.2.md",9,"Download da Especificação (OAS 3.0)","i/common-1.0.0.md)  ### Especificação em OAS 3.0  [Download da Especificação (OAS 3.0)](https://open"
"https://openbanking-brasil.github.io/openapi/swagger-apis/common/2.0.0-beta.2.yml","add/openfinance_markdown/API Comum (Discovery)/old/Informações Técnicas - API Comum (Discovery) - v2.0.0-beta.2.md",9,"Download da Especificação (OAS 3.0)","i/common-2.0.0.md)  ### Especificação em OAS 3.0  [Download da Especificação (OAS 3.0)](https://open"
"https://openbanking-brasil.github.io/openapi/swagger-apis/common/2.0.0-rc.1.yml","add/openfinance_markdown/API Comum (Discovery)/old/Informações Técnicas - API Comum (Discovery) - v2.0.0-rc.1.md",9,"Download da Especificação (OAS 3.0)","i/common-2.0.0.md)  ### Especificação em OAS 3.0  [Download da Especificação (OAS 3.0)](https://open"
"https://openbanking-brasil.github.io/openapi/dictionary/creditPortabilityPostPortabilities_v1.0.0.csv","add/openfinance_markdown/API Portabilidade de Crédito/Informações Gerais - API Portabilidade de Crédito - v1.0.0-rc.1.md",21,"Fazer download do dicionário de dados","ampos de resposta do endpoint de /portabilities.  [Fazer download do dicionário de dados](https://op"
"https://openbanking-brasil.github.io/openapi/dictionary/creditPortabilityPostPortabilities_v1.0.0.csv","add/openfinance_markdown/API Portabilidade de Crédito/old/Informações Gerais - API Portabilidade de Crédito - v1.0.0-beta.1.md",21,"Fazer download do dicionário de dados","ampos de resposta do endpoint de /portabilities.  [Fazer download do dicionário de dados](https://op"
"https://openbanking-brasil.github.io/openapi/dictionary/creditPortabilityPostPortabilities_v1.0.0.csv","add/openfinance_markdown/API Portabilidade de Crédito/old/Informações Gerais - API Portabilidade de Crédito - v1.0.0-beta.2.md",21,"Fazer download do dicionário de dados","ampos de resposta do endpoint de /portabilities.  [Fazer download do dicionário de dados](https://op"
"https://openbanking-brasil.github.io/openapi/dictionary/creditPortabilityPostPortabilities_v1.0.0.csv","add/openfinance_markdown/API Portabilidade de Crédito/old/Informações Gerais - API Portabilidade de Crédito - v1.0.0-beta.3.md",21,"Fazer download do dicionário de dados","ampos de resposta do endpoint de /portabilities.  [Fazer download do dicionário de dados](https://op"
"https://openbanking-brasil.github.io/openapi/dictionary/creditPortabilityPostPortabilities_v1.0.0.csv","add/openfinance_markdown/[PC] Portabilidade de Crédito CPC/Informações Gerais - [PC] Portabilidade de Crédito - CPC - v1.0.0.md",21,"Fazer download do dicionário de dados","ampos de resposta do endpoint de /portabilities.  [Fazer download do dicionário de dados](https://op"
"https://openbanking-brasil.github.io/openapi/dictionary/creditPortabilityPostPortabilities_v1.0.0.csv","add/openfinance_markdown/_geral/Documentação Técnica - CPC.md",21,"Fazer download do dicionário de dados","ampos de resposta do endpoint de /portabilities.  [Fazer download do dicionário de dados](https://op"
"https://openbanking-brasil.github.io/openapi/dictionary/creditPortabilityGetPortabilitiesByPortabilityId_v1.0.0.csv","add/openfinance_markdown/API Portabilidade de Crédito/Informações Gerais - API Portabilidade de Crédito - v1.0.0-rc.1.md",33,"Fazer download do dicionário de dados","a do endpoint de /portabilities/{portabilityId}.  [Fazer download do dicionário de dados](https://op"
"https://openbanking-brasil.github.io/openapi/dictionary/creditPortabilityGetPortabilitiesByPortabilityId_v1.0.0.csv","add/openfinance_markdown/API Portabilidade de Crédito/old/Informações Gerais - API Portabilidade de Crédito - v1.0.0-beta.1.md",33,"Fazer download do dicionário de dados","a do endpoint de /portabilities/{portabilityId}.  [Fazer download do dicionário de dados](https://op"
"https://openbanking-brasil.github.io/openapi/dictionary/creditPortabilityGetPortabilitiesByPortabilityId_v1.0.0.csv","add/openfinance_markdown/API Portabilidade de Crédito/old/Informações Gerais - API Portabilidade de Crédito - v1.0.0-beta.2.md",33,"Fazer download do dicionário de dados","a do endpoint de /portabilities/{portabilityId}.  [Fazer download do dicionário de dados](https://op"
"https://openbanking-brasil.github.io/openapi/dictionary/creditPortabilityGetPortabilitiesByPortabilityId_v1.0.0.csv","add/openfinance_markdown/API Portabilidade de Crédito/old/Informações Gerais - API Portabilidade de Crédito - v1.0.0-beta.3.md",33,"Fazer download do dicionário de dados","a do endpoint de /portabilities/{portabilityId}.  [Fazer download do dicionário de dados](https://op"
"https://openbanking-brasil.github.io/openapi/dictionary/creditPortabilityGetPortabilitiesByPortabilityId_v1.0.0.csv","add/openfinance_markdown/[PC] Portabilidade de Crédito CPC/Informações Gerais - [PC] Portabilidade de Crédito - CPC - v1.0.0.md",33,"Fazer download do dicionário de dados","a do endpoint de /portabilities/{portabilityId}.  [Fazer download do dicionário de dados](https://op"
"https://openbanking-brasil.github.io/openapi/dictionary/creditPortabilityGetPortabilitiesByPortabilityId_v1.0.0.csv","add/openfinance_markdown/_geral/Documentação Técnica - CPC.md",33,"Fazer download do dicionário de dados","a do endpoint de /portabilities/{portabilityId}.  [Fazer download do dicionário de dados](https://op"
"https://openbanking-brasil.github.io/openapi/dictionary/creditPortabilityPatchPortabilitiesPortabilityIdCancel_v1.0.0.csv","add/openfinance_markdown/API Portabilidade de Crédito/Informações Gerais - API Portabilidade de Crédito - v1.0.0-rc.1.md",43,"Fazer download do dicionário de dados","dpoint de /portabilities/{portabilityId}/cancel.  [Fazer download do dicionário de dados](https://op"
"https://openbanking-brasil.github.io/openapi/dictionary/creditPortabilityPatchPortabilitiesPortabilityIdCancel_v1.0.0.csv","add/openfinance_markdown/API Portabilidade de Crédito/old/Informações Gerais - API Portabilidade de Crédito - v1.0.0-beta.2.md",43,"Fazer download do dicionário de dados","dpoint de /portabilities/{portabilityId}/cancel.  [Fazer download do dicionário de dados](https://op"
"https://openbanking-brasil.github.io/openapi/dictionary/creditPortabilityPatchPortabilitiesPortabilityIdCancel_v1.0.0.csv","add/openfinance_markdown/API Portabilidade de Crédito/old/Informações Gerais - API Portabilidade de Crédito - v1.0.0-beta.3.md",43,"Fazer download do dicionário de dados","dpoint de /portabilities/{portabilityId}/cancel.  [Fazer download do dicionário de dados](https://op"
"https://openbanking-brasil.github.io/openapi/dictionary/creditPortabilityPatchPortabilitiesPortabilityIdCancel_v1.0.0.csv","add/openfinance_markdown/[PC] Portabilidade de Crédito CPC/Informações Gerais - [PC] Portabilidade de Crédito - CPC - v1.0.0.md",43,"Fazer download do dicionário de dados","dpoint de /portabilities/{portabilityId}/cancel.  [Fazer download do dicionário de dados](https://op"
"https://openbanking-brasil.github.io/openapi/dictionary/creditPortabilityPatchPortabilitiesPortabilityIdCancel_v1.0.0.csv","add/openfinance_markdown/_geral/Documentação Técnica - CPC.md",43,"Fazer download do dicionário de dados","dpoint de /portabilities/{portabilityId}/cancel.  [Fazer download do dicionário de dados](https://op"
"https://openbanking-brasil.github.io/openapi/dictionary/creditPortabilityGetCreditOperationsContratIdPortabilityEligibility_v1.0.0.csv","add/openfinance_markdown/API Portabilidade de Crédito/Informações Gerais - API Portabilidade de Crédito - v1.0.0-rc.1.md",53,"Fazer download do dicionário de dados","operations/{contractId}/portability-eligibility.  [Fazer download do dicionário de dados](https://op"
"https://openbanking-brasil.github.io/openapi/dictionary/creditPortabilityGetCreditOperationsContratIdPortabilityEligibility_v1.0.0.csv","add/openfinance_markdown/API Portabilidade de Crédito/old/Informações Gerais - API Portabilidade de Crédito - v1.0.0-beta.1.md",53,"Fazer download do dicionário de dados","operations/{contractId}/portability-eligibility.  [Fazer download do dicionário de dados](https://op"
"https://openbanking-brasil.github.io/openapi/dictionary/creditPortabilityGetCreditOperationsContratIdPortabilityEligibility_v1.0.0.csv","add/openfinance_markdown/API Portabilidade de Crédito/old/Informações Gerais - API Portabilidade de Crédito - v1.0.0-beta.2.md",53,"Fazer download do dicionário de dados","operations/{contractId}/portability-eligibility.  [Fazer download do dicionário de dados](https://op"
"https://openbanking-brasil.github.io/openapi/dictionary/creditPortabilityGetCreditOperationsContratIdPortabilityEligibility_v1.0.0.csv","add/openfinance_markdown/API Portabilidade de Crédito/old/Informações Gerais - API Portabilidade de Crédito - v1.0.0-beta.3.md",53,"Fazer download do dicionário de dados","operations/{contractId}/portability-eligibility.  [Fazer download do dicionário de dados](https://op"
"https://openbanking-brasil.github.io/openapi/dictionary/creditPortabilityGetCreditOperationsContratIdPortabilityEligibility_v1.0.0.csv","add/openfinance_markdown/[PC] Portabilidade de Crédito CPC/Informações Gerais - [PC] Portabilidade de Crédito - CPC - v1.0.0.md",53,"Fazer download do dicionário de dados","operations/{contractId}/portability-eligibility.  [Fazer download do dicionário de dados](https://op"
"https://openbanking-brasil.github.io/openapi/dictionary/creditPortabilityGetCreditOperationsContratIdPortabilityEligibility_v1.0.0.csv","add/openfinance_markdown/_geral/Documentação Técnica - CPC.md",53,"Fazer download do dicionário de dados","operations/{contractId}/portability-eligibility.  [Fazer download do dicionário de dados](https://op"
"https://openbanking-brasil.github.io/openapi/dictionary/creditPortabilityGetAccountData_v1.0.0.csv","add/openfinance_markdown/API Portabilidade de Crédito/Informações Gerais - API Portabilidade de Crédito - v1.0.0-rc.1.md",63,"Fazer download do dicionário de dados","Campos de resposta do endpoint de /account-data.  [Fazer download do dicionário de dados](https://op"
"https://openbanking-brasil.github.io/openapi/dictionary/creditPortabilityGetAccountData_v1.0.0.csv","add/openfinance_markdown/API Portabilidade de Crédito/old/Informações Gerais - API Portabilidade de Crédito - v1.0.0-beta.1.md",63,"Fazer download do dicionário de dados","Campos de resposta do endpoint de /account-data.  [Fazer download do dicionário de dados](https://op"
"https://openbanking-brasil.github.io/openapi/dictionary/creditPortabilityGetAccountData_v1.0.0.csv","add/openfinance_markdown/API Portabilidade de Crédito/old/Informações Gerais - API Portabilidade de Crédito - v1.0.0-beta.2.md",63,"Fazer download do dicionário de dados","Campos de resposta do endpoint de /account-data.  [Fazer download do dicionário de dados](https://op"
"https://openbanking-brasil.github.io/openapi/dictionary/creditPortabilityGetAccountData_v1.0.0.csv","add/openfinance_markdown/API Portabilidade de Crédito/old/Informações Gerais - API Portabilidade de Crédito - v1.0.0-beta.3.md",63,"Fazer download do dicionário de dados","Campos de resposta do endpoint de /account-data.  [Fazer download do dicionário de dados](https://op"
"https://openbanking-brasil.github.io/openapi/dictionary/creditPortabilityGetAccountData_v1.0.0.csv","add/openfinance_markdown/[PC] Portabilidade de Crédito CPC/Informações Gerais - [PC] Portabilidade de Crédito - CPC - v1.0.0.md",63,"Fazer download do dicionário de dados","Campos de resposta do endpoint de /account-data.  [Fazer download do dicionário de dados](https://op"
"https://openbanking-brasil.github.io/openapi/dictionary/creditPortabilityGetAccountData_v1.0.0.csv","add/openfinance_markdown/_geral/Documentação Técnica - CPC.md",63,"Fazer download do dicionário de dados","Campos de resposta do endpoint de /account-data.  [Fazer download do dicionário de dados](https://op"
"https://openbanking-brasil.github.io/openapi/dictionary/creditPortabilityPostPortabilitiesPortabilityIdPayment_v1.0.0.csv","add/openfinance_markdown/API Portabilidade de Crédito/Informações Gerais - API Portabilidade de Crédito - v1.0.0-rc.1.md",73,"Fazer download do dicionário de dados","point de /portabilities/{portabilityId}/payment.  [Fazer download do dicionário de dados](https://op"
"https://openbanking-brasil.github.io/openapi/dictionary/creditPortabilityPostPortabilitiesPortabilityIdPayment_v1.0.0.csv","add/openfinance_markdown/API Portabilidade de Crédito/old/Informações Gerais - API Portabilidade de Crédito - v1.0.0-beta.1.md",73,"Fazer download do dicionário de dados","point de /portabilities/{portabilityId}/payment.  [Fazer download do dicionário de dados](https://op"
"https://openbanking-brasil.github.io/openapi/dictionary/creditPortabilityPostPortabilitiesPortabilityIdPayment_v1.0.0.csv","add/openfinance_markdown/API Portabilidade de Crédito/old/Informações Gerais - API Portabilidade de Crédito - v1.0.0-beta.2.md",73,"Fazer download do dicionário de dados","point de /portabilities/{portabilityId}/payment.  [Fazer download do dicionário de dados](https://op"
"https://openbanking-brasil.github.io/openapi/dictionary/creditPortabilityPostPortabilitiesPortabilityIdPayment_v1.0.0.csv","add/openfinance_markdown/API Portabilidade de Crédito/old/Informações Gerais - API Portabilidade de Crédito - v1.0.0-beta.3.md",73,"Fazer download do dicionário de dados","point de /portabilities/{portabilityId}/payment.  [Fazer download do dicionário de dados](https://op"
"https://openbanking-brasil.github.io/openapi/dictionary/creditPortabilityPostPortabilitiesPortabilityIdPayment_v1.0.0.csv","add/openfinance_markdown/[PC] Portabilidade de Crédito CPC/Informações Gerais - [PC] Portabilidade de Crédito - CPC - v1.0.0.md",73,"Fazer download do dicionário de dados","point de /portabilities/{portabilityId}/payment.  [Fazer download do dicionário de dados](https://op"
"https://openbanking-brasil.github.io/openapi/dictionary/creditPortabilityPostPortabilitiesPortabilityIdPayment_v1.0.0.csv","add/openfinance_markdown/_geral/Documentação Técnica - CPC.md",73,"Fazer download do dicionário de dados","point de /portabilities/{portabilityId}/payment.  [Fazer download do dicionário de dados](https://op"
"https://openbanking-brasil.github.io/openapi/swagger-apis/credit-portability/1.0.0-rc.1.yml","add/openfinance_markdown/API Portabilidade de Crédito/Informações Técnicas - API Portabilidade de Crédito - v1.0.0-rc.1.md",9,"Download da Especificação (OAS 3.0)","ility-1.0.0.md)  ## **Especificação em OAS 3.0**  [Download da Especificação (OAS 3.0)](https://open"
"https://openbanking-brasil.github.io/openapi/dictionary/creditPortabilityPostPortabilitiesPortabilityIdCancel_v1.0.0.csv","add/openfinance_markdown/API Portabilidade de Crédito/old/Informações Gerais - API Portabilidade de Crédito - v1.0.0-beta.1.md",43,"Fazer download do dicionário de dados","dpoint de /portabilities/{portabilityId}/cancel.  [Fazer download do dicionário de dados](https://op"
"https://openbanking-brasil.github.io/openapi/swagger-apis/credit-portability/1.0.0-beta.1.yml","add/openfinance_markdown/API Portabilidade de Crédito/old/Informações Técnicas - API Portabilidade de Crédito - v1.0.0-beta.1.md",9,"Download da Especificação (OAS 3.0)","ility-1.0.0.md)  ## **Especificação em OAS 3.0**  [Download da Especificação (OAS 3.0)](https://open"
"https://openbanking-brasil.github.io/openapi/swagger-apis/credit-portability/1.0.0-beta.2.yml","add/openfinance_markdown/API Portabilidade de Crédito/old/Informações Técnicas - API Portabilidade de Crédito - v1.0.0-beta.2.md",9,"Download da Especificação (OAS 3.0)","ility-1.0.0.md)  ## **Especificação em OAS 3.0**  [Download da Especificação (OAS 3.0)](https://open"
"https://openbanking-brasil.github.io/openapi/swagger-apis/credit-portability/1.0.0-beta.3.yml","add/openfinance_markdown/API Portabilidade de Crédito/old/Informações Técnicas - API Portabilidade de Crédito - v1.0.0-beta.3.md",9,"Download da Especificação (OAS 3.0)","ility-1.0.0.md)  ## **Especificação em OAS 3.0**  [Download da Especificação (OAS 3.0)](https://open"
"https://openbanking-brasil.github.io/openapi/swagger-apis/admin/1.0.0-rc5.2.yml","add/openfinance_markdown/APIs Admins/old/Informações Técnicas - APIs Admins - v1.0.0-rc5.2.md",9,"Download da Especificação (OAS 3.0)","pi/admin-1.0.0.md)  ### Especificação em OAS 3.0  [Download da Especificação (OAS 3.0)](https://open"
"https://community.sysaid.com/Sysforums/templates/default/help/files/Guide_REST_API.htm","add/openfinance_markdown/APIs Service Desk/Informações Gerais - APIs Service Desk - v0.5.md",7,"https://community.sysaid.com/Sysforums/templates/default/help/files/Guide\_REST\_API.htm","como fonte deste conteúdo pode ser encontrada em: [https://community.sysaid.com/Sysforums/templates/"
"https://community.sysaid.com/Sysforums/templates/default/help/files/Guide_REST_API.htm","add/openfinance_markdown/APIs Service Desk/Informações Gerais - APIs Service Desk - v0.5.md",183,"https://community.sysaid.com/Sysforums/templates/default/help/files/Guide\_REST\_API.htm","ados de retorno e envio: JSON Fonte do conteúdo:  [https://community.sysaid.com/Sysforums/templates/"
"https://servicedesk.openfinancebrasil.org.br/","add/openfinance_markdown/APIs Service Desk/Informações Gerais - APIs Service Desk - v0.5.md",15,"https://servicedesk.openfinancebrasil.org.br/","mage-20231219-181124.png)  # 2\. URLs de acesso:  [https://servicedesk.openfinancebrasil.org.br/](ht"
"https://servicedesk.openfinancebrasil.org.br/","add/openfinance_markdown/APIs Service Desk/Informações Gerais - APIs Service Desk - v0.5.md",490,"**https://servicedesk.openfinancebrasil.org.br/**","m contato com o Service Desk através do Portal:** [**https://servicedesk.openfinancebrasil.org.br/**"
"https://servicedesk.openfinancebrasil.org.br/","add/openfinance_markdown/_geral/01. Acesso ao Service Desk OFB.md",9,"_https://servicedesk.openfinancebrasil.org.br_","enta de Service Desk Sysaid através do endereço:_ [_https://servicedesk.openfinancebrasil.org.br_](h"
"https://servicedesk.openfinancebrasil.org.br/","add/openfinance_markdown/_geral/Diretrizes Gerais de Certificação de Conformidade.md",141,"Service Desk","dos testes e obtenção das certificações;      -   [Service Desk](https://servicedesk.openfinancebras"
"https://servicedesk.openfinancebrasil.org.br/","add/openfinance_markdown/_geral/FAQ - Testes e Homologação.md",139,"https://servicedesk.openfinancebrasil.org.br","desk do Open Finance, acessível através do link:  [https://servicedesk.openfinancebrasil.org.br](htt"
"https://servicedesk.openfinancebrasil.org.br/","add/openfinance_markdown/_geral/Service Desk.md",3,"_link_","ravés do site do _Service Desk_, disponível neste [_link_](https://servicedesk.openfinancebrasil.org"
"https://servicedesksandbox.openfinancebrasil.org.br/","add/openfinance_markdown/APIs Service Desk/Informações Gerais - APIs Service Desk - v0.5.md",17,"https://servicedesksandbox.openfinancebrasil.org.br/","Ambiente Produtivo do Service Desk Open Finance.  [https://servicedesksandbox.openfinancebrasil.org."
"https://servicedesk.openfinancebrasil.org.br/KBFAQTree.jsp","add/openfinance_markdown/APIs Service Desk/Informações Gerais - APIs Service Desk - v0.5.md",185,"https://servicedesk.openfinancebrasil.org.br/KBFAQTree.jsp","help/files/Guide_REST_API.htm)  FAQ Service Desk: [https://servicedesk.openfinancebrasil.org.br/KBFA"
"https://servicedesk.openfinancebrasil.org.br/KBFAQTree.jsp","add/openfinance_markdown/APIs Service Desk/Informações Gerais - APIs Service Desk - v0.5.md",271,"https://servicedesk.openfinancebrasil.org.br/KBFAQTree.jsp","nsultar a categoria específica no seguinte link:  [https://servicedesk.openfinancebrasil.org.br/KBFA"
"https://servicedesksandbox.openbankingbrasil.org.br/swagger/","add/openfinance_markdown/APIs Service Desk/Informações Técnicas - APIs Service Desk - v0.0.1.md",3,"Abrir informação técnica","nformações Técnicas - APIs Service Desk - v0.0.1  [Abrir informação técnica](https://servicedesksand"
"https://openfinancebrasil.atlassian.net/wiki/download/attachments/17378089/v1.0.0_rc3.pdf?api=v2","add/openfinance_markdown/APIs da PCM/Informações Gerais - APIs da PCM - v1.0.0-rc3.md",3,"Download","# Informações Gerais - APIs da PCM - v1.0.0-rc3  [Download](https://openfinancebrasil.atlassian.net"
"http://localhost:8000/apidocs/","add/openfinance_markdown/APIs da PCM/pdfs/v1.0.0_rc3.md",317,"do conjunto (ENUM) previamente documentado na Documentação da API, a qual refletirá os","ndpoint envolvido na transação. O dado faz parte  [do conjunto (ENUM) previamente documentado na Doc"
"http://localhost:8000/apidocs/","add/openfinance_markdown/APIs da PCM/pdfs/v1.0.0_rc3.md",513,"Documentação da API.","campos e das operações podem ser encontradas na  [Documentação da API.](http://localhost:8000/apido"
"http://localhost:8000/apidocs/","add/openfinance_markdown/APIs da PCM/pdfs/v1.0.0_rc3.md",718,"do conjunto (ENUM) previamente documentado na Documentação da API, a qual refletirá os","ndpoint envolvido na transação. O dado faz parte  [do conjunto (ENUM) previamente documentado na Doc"
"http://localhost:8000/apidocs/","add/openfinance_markdown/APIs da PCM/pdfs/v1.0.0_rc3.md",914,"Documentação da API.","campos e das operações podem ser encontradas na  [Documentação da API.](http://localhost:8000/apido"
"http://localhost:8000/flow/processing","add/openfinance_markdown/APIs da PCM/pdfs/v1.0.0_rc3.md",570,"processamento.","e vida do reporte são detalhados no tópico sobre  [processamento.](http://localhost:8000/flow/proces"
"http://localhost:8000/flow/processing","add/openfinance_markdown/APIs da PCM/pdfs/v1.0.0_rc3.md",971,"processamento.","e vida do reporte são detalhados no tópico sobre  [processamento.](http://localhost:8000/flow/proces"
"https://openbanking-brasil.github.io/areadesenvolvedor/#cabecalhos-http","add/openfinance_markdown/APIs da PCM/pdfs/v1.0.0_rc3.md",575,"chamada. O detalhamento de cada cabeçalho pode ser encontrado em Cabeçalhos HTTP","ance Brasil define os cabeçalhos padrão para uma  [chamada. O detalhamento de cada cabeçalho pode se"
"https://openbanking-brasil.github.io/areadesenvolvedor/#cabecalhos-http","add/openfinance_markdown/APIs da PCM/pdfs/v1.0.0_rc3.md",976,"chamada. O detalhamento de cada cabeçalho pode ser encontrado em Cabeçalhos HTTP","ance Brasil define os cabeçalhos padrão para uma  [chamada. O detalhamento de cada cabeçalho pode se"
"https://openbanking-brasil.github.io/areadesenvolvedor/#cabecalhos-http","add/openfinance_markdown/_geral/Histórico - Portabilidade de Crédito..md",33,"Cabeçalhos HTTP","ient e devolvido pelo Server. Mais informações em [Cabeçalhos HTTP](https://openbanking-brasil.githu"
"https://en.wikipedia.org/wiki/Eventual_consistency","add/openfinance_markdown/APIs da PCM/pdfs/v1.0.0_rc3.md",578,"2. Definição de Consistência Tardia ou Posterior - Inglês/Português","l.github.io/areadesenvolvedor/#cabecalhos-http)   [2. Definição de Consistência Tardia ou Posterior"
"https://en.wikipedia.org/wiki/Eventual_consistency","add/openfinance_markdown/APIs da PCM/pdfs/v1.0.0_rc3.md",979,"2. Definição de Consistência Tardia ou Posterior - Inglês/Português","l.github.io/areadesenvolvedor/#cabecalhos-http)   [2. Definição de Consistência Tardia ou Posterior"
"https://en.wikipedia.org/wiki/Eventual_consistency","add/openfinance_markdown/_geral/Reporte.md",316,"Inglês",": Definição de Consistência Tardia ou Posterior - [Inglês](https://en.wikipedia.org/wiki/Eventual_co"
"http://localhost:8000/apidocs","add/openfinance_markdown/APIs da PCM/pdfs/v1.0.0_rc3.md",1110,"documentação da API para informações sobre o schema a ser enviado.","na no momento da inclusão do reporte. Consulte a  [documentação da API para informações sobre o sche"
"https://github.com/OpenBanking-Brasil/specs-directory/blob/main/openapi.yaml","add/openfinance_markdown/APIs do Diretório/Informações Gerais - APIs do Diretório - v1.3.md",7,"https://github.com/OpenBanking-Brasil/specs-directory/blob/main/openapi.yaml","wagger da API do Diretório disponível nesse link ([https://github.com/OpenBanking-Brasil/specs-direc"
"https://openbanking-brasil.github.io/openapi/swagger-apis/central-directory/","add/openfinance_markdown/APIs do Diretório/Informações Técnicas - APIs do Diretório - v1.3.md",3,"Abrir informação técnica","Informações Técnicas - APIs do Diretório - v1.3  [Abrir informação técnica](https://openbanking-bra"
"https://openfinancebrasil.atlassian.net/wiki/spaces/OF/pages/17379230#Adiantamento-a-Depositante-\(Unarranged-Account-Overdraft\","add/openfinance_markdown/Adiantamento a Depositantes/Informações Gerais - Adiantamento a Depositantes - v2.1.0-rc.2.md",15,"Adiantamento a Depositante (Unarranged Account Overdraft)","de crédito de Adiantamento a Depositantes  Tags: [Adiantamento a Depositante (Unarranged Account Ov"
"https://openfinancebrasil.atlassian.net/wiki/spaces/OF/pages/17379230#Adiantamento-a-Depositante-\(Unarranged-Account-Overdraft\","add/openfinance_markdown/Adiantamento a Depositantes/Informações Gerais - Adiantamento a Depositantes - v2.1.0-rc.2.md",46,"Adiantamento a Depositante (Unarranged Account Overdraft)","de crédito de Adiantamento a Depositantes  Tags: [Adiantamento a Depositante (Unarranged Account Ov"
"https://openfinancebrasil.atlassian.net/wiki/spaces/OF/pages/17379230#Adiantamento-a-Depositante-\(Unarranged-Account-Overdraft\","add/openfinance_markdown/Adiantamento a Depositantes/Informações Gerais - Adiantamento a Depositantes - v2.1.0-rc.2.md",76,"Adiantamento a Depositante (Unarranged Account Overdraft)","de Adiantamento a Depositantes contratada  Tags: [Adiantamento a Depositante (Unarranged Account Ov"
"https://openfinancebrasil.atlassian.net/wiki/spaces/OF/pages/17379230#Adiantamento-a-Depositante-\(Unarranged-Account-Overdraft\","add/openfinance_markdown/Adiantamento a Depositantes/Informações Gerais - Adiantamento a Depositantes - v2.1.0-rc.2.md",106,"Adiantamento a Depositante (Unarranged Account Overdraft)","de Adiantamento a Depositantes contratadas  Tags: [Adiantamento a Depositante (Unarranged Account Ov"
"https://openfinancebrasil.atlassian.net/wiki/spaces/OF/pages/17379230#Adiantamento-a-Depositante-\(Unarranged-Account-Overdraft\","add/openfinance_markdown/Adiantamento a Depositantes/Informações Gerais - Adiantamento a Depositantes - v2.1.0-rc.2.md",137,"Adiantamento a Depositante (Unarranged Account Overdraft)","de Adiantamento a Depositantes contratadas  Tags: [Adiantamento a Depositante (Unarranged Account Ov"
"https://openfinancebrasil.atlassian.net/wiki/spaces/OF/pages/17379230#Adiantamento-a-Depositante-\(Unarranged-Account-Overdraft\","add/openfinance_markdown/Adiantamento a Depositantes/old/Informações Gerais - Adiantamento a Depositantes - v2.0.1.md",15,"Adiantamento a Depositante (Unarranged Account Overdraft)","de crédito de Adiantamento a Depositantes  Tags: [Adiantamento a Depositante (Unarranged Account Ov"
"https://openfinancebrasil.atlassian.net/wiki/spaces/OF/pages/17379230#Adiantamento-a-Depositante-\(Unarranged-Account-Overdraft\","add/openfinance_markdown/Adiantamento a Depositantes/old/Informações Gerais - Adiantamento a Depositantes - v2.0.1.md",46,"Adiantamento a Depositante (Unarranged Account Overdraft)","de crédito de Adiantamento a Depositantes  Tags: [Adiantamento a Depositante (Unarranged Account Ov"
"https://openfinancebrasil.atlassian.net/wiki/spaces/OF/pages/17379230#Adiantamento-a-Depositante-\(Unarranged-Account-Overdraft\","add/openfinance_markdown/Adiantamento a Depositantes/old/Informações Gerais - Adiantamento a Depositantes - v2.0.1.md",76,"Adiantamento a Depositante (Unarranged Account Overdraft)","de Adiantamento a Depositantes contratada  Tags: [Adiantamento a Depositante (Unarranged Account Ov"
"https://openfinancebrasil.atlassian.net/wiki/spaces/OF/pages/17379230#Adiantamento-a-Depositante-\(Unarranged-Account-Overdraft\","add/openfinance_markdown/Adiantamento a Depositantes/old/Informações Gerais - Adiantamento a Depositantes - v2.0.1.md",106,"Adiantamento a Depositante (Unarranged Account Overdraft)","de Adiantamento a Depositantes contratadas  Tags: [Adiantamento a Depositante (Unarranged Account Ov"
"https://openfinancebrasil.atlassian.net/wiki/spaces/OF/pages/17379230#Adiantamento-a-Depositante-\(Unarranged-Account-Overdraft\","add/openfinance_markdown/Adiantamento a Depositantes/old/Informações Gerais - Adiantamento a Depositantes - v2.0.1.md",137,"Adiantamento a Depositante (Unarranged Account Overdraft)","de Adiantamento a Depositantes contratadas  Tags: [Adiantamento a Depositante (Unarranged Account Ov"
"https://openfinancebrasil.atlassian.net/wiki/spaces/OF/pages/17379230#Adiantamento-a-Depositante-\(Unarranged-Account-Overdraft\","add/openfinance_markdown/[DC] Adiantamento a Depositantes/old/Informações Gerais - [DC] Adiantamento a Depositantes - v2.1.0.md",15,"Adiantamento a Depositante (Unarranged Account Overdraft)","de crédito de Adiantamento a Depositantes  Tags: [Adiantamento a Depositante (Unarranged Account Ov"
